"filename", "language", "XML", "Markdown", "Java Properties", "YAML", "HTML", "Java", "CSS", "JavaScript", "comment", "blank", "total"
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\java\com\example\unimeets\MatchAlgoEvent.java", "Java", 0, 0, 0, 0, 0, 34, 0, 0, 5, 11, 50
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\java\com\example\unimeets\MatchAlgoFriend.java", "Java", 0, 0, 0, 0, 0, 90, 0, 0, 8, 18, 116
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\java\com\example\unimeets\MatchAlgoProject.java", "Java", 0, 0, 0, 0, 0, 44, 0, 0, 7, 17, 68
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\java\com\example\unimeets\MatchAlgorithm.java", "Java", 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 8
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\java\com\example\unimeets\MyAppUser.java", "Java", 0, 0, 0, 0, 0, 73, 0, 0, 0, 19, 92
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\java\com\example\unimeets\MyAppUserRepository.java", "Java", 0, 0, 0, 0, 0, 9, 0, 0, 0, 5, 14
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\java\com\example\unimeets\MyAppUserService.java", "Java", 0, 0, 0, 0, 0, 29, 0, 0, 0, 10, 39
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\java\com\example\unimeets\Notification.java", "Java", 0, 0, 0, 0, 0, 42, 0, 0, 2, 13, 57
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\java\com\example\unimeets\NotificationService.java", "Java", 0, 0, 0, 0, 0, 40, 0, 0, 1, 9, 50
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\java\com\example\unimeets\PasswordValidator.java", "Java", 0, 0, 0, 0, 0, 28, 0, 0, 0, 8, 36
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\java\com\example\unimeets\RegistrationController.java", "Java", 0, 0, 0, 0, 0, 25, 0, 0, 0, 6, 31
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\java\com\example\unimeets\SecurityConfig.java", "Java", 0, 0, 0, 0, 0, 54, 0, 0, 0, 12, 66
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\java\com\example\unimeets\SimpleMeetingSearch.java", "Java", 0, 0, 0, 0, 0, 29, 0, 0, 2, 8, 39
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\java\com\example\unimeets\UserFilter.java", "Java", 0, 0, 0, 0, 0, 58, 0, 0, 0, 13, 71
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\java\com\example\unimeets\UserProfile.java", "Java", 0, 0, 0, 0, 0, 113, 0, 0, 1, 36, 150
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\java\com\example\unimeets\UserProfileRepository.java", "Java", 0, 0, 0, 0, 0, 16, 0, 0, 9, 9, 34
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\java\com\example\unimeets\UserSelection.java", "Java", 0, 0, 0, 0, 0, 102, 0, 0, 8, 8, 118
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\java\com\example\unimeets\Valid.java", "Java", 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 6
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\java\com\example\unimeets\ValidatorUserProfile.java", "Java", 0, 0, 0, 0, 0, 28, 0, 0, 2, 3, 33
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\java\com\example\unimeets\WebSecurityConfig.java", "Java", 0, 0, 0, 0, 0, 11, 0, 0, 0, 3, 14
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\resources\application.yml", "YAML", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 16
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\resources\public\error\404.html", "HTML", 0, 0, 0, 0, 75, 0, 0, 0, 0, 8, 83
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\resources\static\css\contact.css", "CSS", 0, 0, 0, 0, 0, 0, 74, 0, 0, 13, 87
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\resources\static\css\explore.css", "CSS", 0, 0, 0, 0, 0, 0, 92, 0, 5, 14, 111
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\resources\static\css\match.css", "CSS", 0, 0, 0, 0, 0, 0, 74, 0, 1, 11, 86
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\resources\static\css\notifications.css", "CSS", 0, 0, 0, 0, 0, 0, 49, 0, 4, 10, 63
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\resources\static\css\profile.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\resources\static\css\profilecreation.css", "CSS", 0, 0, 0, 0, 0, 0, 162, 0, 11, 22, 195
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\resources\static\css\signup.css", "CSS", 0, 0, 0, 0, 0, 0, 101, 0, 7, 19, 127
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\resources\static\css\style.css", "CSS", 0, 0, 0, 0, 0, 0, 383, 0, 7, 83, 473
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\resources\static\css\welcome.css", "CSS", 0, 0, 0, 0, 0, 0, 93, 0, 4, 15, 112
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\resources\static\js\main.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 108, 10, 30, 148
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\resources\static\js\match.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 28, 0, 4, 32
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\resources\static\js\profilecreation.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 19, 2, 4, 25
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\resources\templates\about.html", "HTML", 0, 0, 0, 0, 55, 0, 0, 0, 0, 15, 70
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\resources\templates\contact.html", "HTML", 0, 0, 0, 0, 124, 0, 0, 0, 0, 28, 152
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\resources\templates\explore.html", "HTML", 0, 0, 0, 0, 106, 0, 0, 0, 1, 28, 135
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\resources\templates\homescr.html", "HTML", 0, 0, 0, 0, 177, 0, 0, 0, 0, 46, 223
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\resources\templates\match.html", "HTML", 0, 0, 0, 0, 48, 0, 0, 0, 0, 12, 60
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\resources\templates\notifications.html", "HTML", 0, 0, 0, 0, 105, 0, 0, 0, 0, 24, 129
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\resources\templates\profilecreation.html", "HTML", 0, 0, 0, 0, 117, 0, 0, 0, 6, 22, 145
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\resources\templates\signup.html", "HTML", 0, 0, 0, 0, 48, 0, 0, 0, 0, 18, 66
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\src\main\resources\templates\welcome.html", "HTML", 0, 0, 0, 0, 57, 0, 0, 0, 0, 16, 73
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\style.css", "CSS", 0, 0, 0, 0, 0, 0, 228, 0, 0, 33, 261
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\checkstyle-checker.xml", "XML", 336, 0, 0, 0, 0, 0, 0, 0, 21, 8, 365
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\checkstyle-result.xml", "XML", 1314, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1315
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\application.yml", "YAML", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 16
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\AssignementSearch.class", "Java", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 28
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\Assignment.class", "Java", 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 39
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\AssignmentRepository.class", "Java", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\ContentController.class", "Java", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 7
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\DemoApplication.class", "Java", 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 104
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\Event.class", "Java", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 15
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\EventNameMatcher.class", "Java", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 29
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\FilterCriteria.class", "Java", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 20
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\FilterManager.class", "Java", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 16
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\MatchAlgoEvent.class", "Java", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 20
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\MatchAlgoFriend.class", "Java", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 59
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\MatchAlgoProject.class", "Java", 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 38
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\MatchAlgorithm.class", "Java", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\MyAppUser.class", "Java", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 14
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\MyAppUserRepository.class", "Java", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\MyAppUserService.class", "Java", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 21
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\Notification.class", "Java", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 19
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\NotificationService.class", "Java", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 29
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\PasswordValidator.class", "Java", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 16
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\RegistrationController.class", "Java", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 16
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\SecurityConfig.class", "Java", 0, 0, 0, 0, 0, 16, 0, 0, 24, 0, 40
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\SimpleMeetingSearch.class", "Java", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 25
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\UserFilter.class", "Java", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 13
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\UserProfile.class", "Java", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 41
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\UserProfileRepository.class", "Java", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\UserSelection.class", "Java", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 37
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\Valid.class", "Java", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\ValidatorUserProfile.class", "Java", 0, 0, 0, 0, 0, 29, 0, 0, 0, 5, 34
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\com\example\unimeets\WebSecurityConfig.class", "Java", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 7
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\public\error\404.html", "HTML", 0, 0, 0, 0, 75, 0, 0, 0, 0, 8, 83
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\static\css\contact.css", "CSS", 0, 0, 0, 0, 0, 0, 74, 0, 0, 13, 87
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\static\css\explore.css", "CSS", 0, 0, 0, 0, 0, 0, 92, 0, 5, 14, 111
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\static\css\match.css", "CSS", 0, 0, 0, 0, 0, 0, 74, 0, 1, 11, 86
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\static\css\notifications.css", "CSS", 0, 0, 0, 0, 0, 0, 49, 0, 4, 10, 63
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\static\css\profile.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\static\css\profilecreation.css", "CSS", 0, 0, 0, 0, 0, 0, 162, 0, 11, 22, 195
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\static\css\signup.css", "CSS", 0, 0, 0, 0, 0, 0, 101, 0, 7, 19, 127
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\static\css\style.css", "CSS", 0, 0, 0, 0, 0, 0, 383, 0, 7, 83, 473
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\static\css\welcome.css", "CSS", 0, 0, 0, 0, 0, 0, 93, 0, 4, 15, 112
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\static\js\main.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 108, 10, 30, 148
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\static\js\match.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 28, 0, 4, 32
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\static\js\profilecreation.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 19, 2, 4, 25
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\templates\about.html", "HTML", 0, 0, 0, 0, 55, 0, 0, 0, 0, 15, 70
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\templates\contact.html", "HTML", 0, 0, 0, 0, 124, 0, 0, 0, 0, 28, 152
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\templates\explore.html", "HTML", 0, 0, 0, 0, 106, 0, 0, 0, 1, 28, 135
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\templates\homescr.html", "HTML", 0, 0, 0, 0, 177, 0, 0, 0, 0, 46, 223
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\templates\match.html", "HTML", 0, 0, 0, 0, 48, 0, 0, 0, 0, 12, 60
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\templates\notifications.html", "HTML", 0, 0, 0, 0, 105, 0, 0, 0, 0, 24, 129
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\templates\profilecreation.html", "HTML", 0, 0, 0, 0, 117, 0, 0, 0, 6, 22, 145
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\templates\signup.html", "HTML", 0, 0, 0, 0, 48, 0, 0, 0, 0, 18, 66
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\classes\templates\welcome.html", "HTML", 0, 0, 0, 0, 57, 0, 0, 0, 0, 16, 73
"c:\Users\emats\OneDrive\Desktop\3rd SEMESTER 2024-2025\CherriesProj\target\maven-archiver\pom.properties", "Java Properties", 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"Total", "-", 1764, 42, 3, 32, 1824, 2013, 2284, 310, 244, 1322, 9838
